elexonBmUnit,nationalGridBmUnit,bmUnitName,fuelType,bmUnitType,leadPartyName,generationCapacity,demandCapacity,gspGroupId,gspGroupName,interconnectorId
I_I2G-ALPE1,I2G-ALPE1,IFA2 Generation,,I,Alpha Energy ApS,500.000,0.000,,,IFA2
I_I2G-ARON1,I2G-ARON1,IFA2 JAron FR-GB Flow,,I,J.Aron & Company,1000.000,0.000,,,IFA2
I_I2G-AROS1,I2G-AROS1,AROS Flow INTO UK,,I,Arosource ApS,1000.000,0.000,,,IFA2
I_I2G-ARTH1,I2G-ARTH1,I_I2G-ARTH1,,I,Aarhus Trading A/S,1000.000,0.000,,,IFA2
I_I2G-ATLS1,I2G-ATLS1,Atlas FRIFA2-GB,,I,Atlas Energy DAC,1000.000,0.000,,,IFA2
I_I2G-AXPO1,I2G-AXPO1,I_I2G-AXPO1,,I,Axpo Solutions AG,300.000,0.000,,,IFA2
I_I2G-BAYW1,I2G-BAYW1,Flow into UK over IFA2,,I,Baywa r.e. Energy Trading GmbH,1000.000,0.000,,,IFA2
I_I2G-BDEN1,I2G-BDEN1,BDE INTO UK,,I,BD Energy A/S,720.000,0.000,,,IFA2
I_I2G-BKWE1,I2G-BKWE1,IFA2 Link BKW Flow FR-GB,,I,BKW Energie AG,1000.000,0.000,,,IFA2
I_I2G-BNPS1,I2G-BNPS1,BNPP Flow INTO UK,,I,BNP Paribas,1000.000,0.000,,,IFA2
I_I2G-BPGM1,I2G-BPGM1,I_I2G-BPGM1,,I,BP Gas Marketing Limited,1000.000,0.000,,,IFA2
I_I2G-CACM1,I2G-CACM1,IFA2 Flow into UK,,I,C A Commodities A/S,1000.000,0.000,,,IFA2
I_I2G-CBST1,I2G-CBST1,Cobblestone Energy Ltd,,I,Cobblestone Energy,1000.000,0.000,,,IFA2
I_I2G-CCME1,I2G-CCME1,CCME INTO UK,,I,Castleton Commodities Europe,1014.000,0.000,,,IFA2
I_I2G-CENT1,I2G-CENT1,IF2NEASGEN,,I,Centrica Energy Limited,2000.000,0.000,,,IFA2
I_I2G-CETL1,I2G-CETL1,CONRAD INTO UK,,I,Conrad Energy (Trading) Ltd,1000.000,0.000,,,IFA2
I_I2G-CEZC1,I2G-CEZC1,IFA2 Import,,I,CEZ A.S,1000.000,0.000,,,IFA2
I_I2G-CFPE1,I2G-CFPE1,CFPE1 INTO UK,,I,CFP Commodities Limited,1000.000,0.000,,,IFA2
I_I2G-CNGS1,I2G-CNGS1,CNGS_G_IFA2,,I,Cenergise Limited,1000.000,0.000,,,IFA2
I_I2G-CNRE1,I2G-CNRE1,I_I2G-CNRE1,,I,Compagnie Nationale du Rhone,1000.000,0.000,,,IFA2
I_I2G-COMM1,I2G-COMM1,I_I2G-COMM1,,I,COMCOM Trading d.o.o,1000.000,0.000,,,IFA2
I_I2G-CONS1,I2G-CONS1,Constellation IFA2 Prod,,I,Constellation Generation LTD,1000.000,0.000,,,IFA2
I_I2G-CONV1,I2G-CONV1,I2G-CONV1,,I,Convex Energy GmbH,500.000,0.000,,,IFA2
I_I2G-COPN1,I2G-COPN1,CET_IFA2,,I,Copenhagen Energy Trading A/S,1000.000,0.000,,,IFA2
I_I2G-CURR1,I2G-CURR1,I_I2G-CURR1,,I,Current Commodities A/S,2000.000,0.000,,,IFA2
I_I2G-DARE1,I2G-DARE1,I_I2G-DARE1,,I,Dare Power Ltd,2000.000,0.000,,,IFA2
I_I2G-DMCC1,I2G-DMCC1,Cobblestone Energy DMCC,,I,Cobblestone Energy DMCC,1000.000,0.000,,,IFA2
I_I2G-DSKC1,I2G-DSKC1,DC-IFA2-P,,I,Danske Commodities A/S,1500.000,0.000,,,IFA2
I_I2G-DUEN1,I2G-DUEN1,IF2_FR-UK,,I,Duferco Energia S.p.A.,200.000,0.000,,,IFA2
I_I2G-DUGE1,I2G-DUGE1,DXT FR-UK2,,I,DXT Commodities SA,1000.000,0.000,,,IFA2
I_I2G-DVAL1,I2G-DVAL1,I_I2G-DVAL1,,I,DVALIN ApS,1000.000,0.000,,,IFA2
I_I2G-DVTD1,I2G-DVTD1,DV FRIFA2-GB,,I,DV Trading (Europe) P/S,1000.000,0.000,,,IFA2
I_I2G-EDFT1,I2G-EDFT1,EDFT IFA2 Generation,,I,EDF TRADING LIMITED,1000.000,0.000,,,IFA2
I_I2G-EDMK1,I2G-EDMK1,Energidk2_G,,I,Mind Energy A/S,1500.000,0.000,,,IFA2
I_I2G-EENG1,I2G-EENG1,I_I2G-EENG1,,I,Eio Energi ApS,50.000,0.000,,,IFA2
I_I2G-ELEE1,I2G-ELEE1,I2G-ELEE1,,I,Electrabel SA,1000.000,0.000,,,IFA2
I_I2G-ELTR1,I2G-ELTR1,EETL IFA2 GBFR BMU,,I,ElectroRoute Energy Trading,1000.000,0.000,,,IFA2
I_I2G-ENBW1,I2G-ENBW1,I_I2G-ENBW1,,I,EnBW Energie Ba-Wu AG,1000.000,0.000,,,IFA2
I_I2G-ENKI1,I2G-ENKI1,NANOTRAD Gen,,I,ENKI TRADING S.R.O.,500.000,0.000,,,IFA2
I_I2G-ENSC1,I2G-ENSC1,Flow into UK,,I,EnSCo Energy Services Company,1000.000,0.000,,,IFA2
I_I2G-ENSP1,I2G-ENSP1,I2-ENSP-FROM-UK,,I,enspired GmbH,1000.000,0.000,,,IFA2
I_I2G-ENTC1,I2G-ENTC1,ENTC1 to UK,,I,Energetech Europe BV,500.000,0.000,,,IFA2
I_I2G-ENZL1,I2G-ENZL1,IFA2 flow INTO UK,,I,ENZOL Energy Trading ApS,800.000,0.000,,,IFA2
I_I2G-EPCO1,I2G-EPCO1,EPCAS_IFA2_GEN,,I,EP COMMODITIES A.S,300.000,0.000,,,IFA2
I_I2G-EWII1,I2G-EWII1,EWII-IFA2-TO-UK,,I,EWII Energi A/S,1000.000,0.000,,,IFA2
I_I2G-EXXO1,I2G-EXXO1,INTO UK,,I,EXXONMOBIL GAS MARKETING,1000.000,0.000,,,IFA2
I_I2G-EZCO1,I2G-EZCO1,Flow into UK,,I,ENZEE Commodities A/S,1000.000,0.000,,,IFA2
I_I2G-EZPD1,I2G-EZPD1,Ezpada AG,,I,Ezpada AG,500.000,0.000,,,IFA2
I_I2G-FLEX1,I2G-FLEX1,I_I2G-FLEX1,,I,Citadel FlexPower GmbH,1000.000,0.000,,,IFA2
I_I2G-GASE1,I2G-GASE1,IFA2 EGM flow FR-GB,,I,ENGIE GLOBAL MARKETS,1000.000,0.000,,,IFA2
I_I2G-GAZP1,I2G-GAZP1,GAZP_IFA2_G,,I,SEFE Marketing & Trading LTD,500.000,0.000,,,IFA2
I_I2G-GENI1,I2G-GENI1,Into UK,,I,"GEN-I, d.o.o.",1000.000,0.000,,,IFA2
I_I2G-GLEN1,I2G-GLEN1,Flow into UK,,I,Glencore Energy UK Ltd,1000.000,0.000,,,IFA2
I_I2G-GRMC1,I2G-GRMC1,Flows into the  UK,,I,A/S Global Risk Management Ltd,1000.000,0.000,,,IFA2
I_I2G-GRMT1,I2G-GRMT1,GRM,,I,A/S Global Risk Management Ltd,500.000,0.000,,,IFA2
I_I2G-HART1,I2G-HART1,Flow into UK,,I,HAPPGCO,1000.000,0.000,,,IFA2
I_I2G-HELI1,I2G-HELI1,HELIOS IFA2 GEN,,I,Helios Power Trading A/S,1000.000,0.000,,,IFA2
I_I2G-IBES1,I2G-IBES1,IBES_IFA2_GEN,,I,Iberdrola Energia Espana S.AU.,1000.000,0.000,,,IFA2
I_I2G-IDCT1,I2G-IDCT1,Induct_IFA2UK,,I,Inductive Energy A/S,1000.000,0.000,,,IFA2
I_I2G-IMPT1,I2G-IMPT1,Flow into UK,,I,Impact Energy Trading A/S,1000.000,0.000,,,IFA2
I_I2G-INCM1,I2G-INCM1,IFA2INCOMASP,,I,IN COMMODITIES A/S,1000.000,0.000,,,IFA2
I_I2G-JWME1,I2G-JWME1,I_I2G-JWME1,,I,JWM Energia,1000.000,0.000,,,IFA2
I_I2G-KVAS1,I2G-KVAS1,I_I2G-KVAS1,,I,Kvasir Technologies,50.000,0.000,,,IFA2
I_I2G-MCRA1,I2G-MCRA1,Mercuria flow into UK,,I,Mercuria Energy Trading SA,1000.000,0.000,,,IFA2
I_I2G-MELT1,I2G-MELT1,MITCO IFA2-GB,,I,Metlen International AG,1000.000,0.000,,,IFA2
I_I2G-METL1,I2G-METL1,MITCO IFA2-GB,,I,Metlen International AG,1000.000,0.000,,,IFA2
I_I2G-MFTE1,I2G-MFTE1,MFT IFA2 generation,,I,MFT Energy A/S,1000.000,0.000,,,IFA2
I_I2G-MQBN1,I2G-MQBN1,Macquarie Bank IFA2,,I,Macquarie Bank Limited,1000.000,0.000,,,IFA2
I_I2G-NDPL1,I2G-NDPL1,NDPL-IFA2-P,,I,European Market Coupling,1100.000,0.000,,,IFA2
I_I2G-NEAS1,I2G-NEAS1,IF2NEASGEN,,I,Centrica Energy Trading A/S,2000.000,0.000,,,IFA2
I_I2G-NEHO1,I2G-NEHO1,IFA2 NEH-G,,I,Nordic Energy House ApS,1000.000,0.000,,,IFA2
I_I2G-NITR1,I2G-NITR1,IFA2 INTO UK,,I,Nitor Energy A/S,1000.000,0.000,,,IFA2
I_I2G-NORL1,I2G-NORL1,NORLYS_IFA2_P,,I,Norlys Energy Trading A/S,2000.000,0.000,,,IFA2
I_I2G-NTPL1,I2G-NTPL1,I_I2G-NTPL1,,I,Northpool BV,1000.000,0.000,,,IFA2
I_I2G-NVAL1,I2G-NVAL1,NVALUE IMPORT2,,I,Nvalue AG,500.000,0.000,,,IFA2
I_I2G-OMPX1,I2G-OMPX1,OMPEX_IFA2_FR-GB,,I,Ompex AG,1000.000,0.000,,,IFA2
I_I2G-OPMX1,I2G-OPMX1,I_I2G-OPMX1,,I,Optimax Energy GmbH,1000.000,0.000,,,IFA2
I_I2G-OUTL1,I2G-OUTL1,I_I2G-OUTL1,,I,Outlook Energy Ltd,2000.000,0.000,,,IFA2
I_I2G-PEAK1,I2G-PEAK1,PGIFA2 Generation,,I,Peak Gen Top Co Limited,1000.000,0.000,,,IFA2
I_I2G-PETC1,I2G-PETC1,PCIL FR TO UK IFA2,,I,PETROCHINA INTL LONDON CO. LTD,1000.000,0.000,,,IFA2
I_I2G-PLAN1,I2G-PLAN1,I_I2G-PLAN1,,I,BCM Energy,400.000,0.000,,,IFA2
I_I2G-PREP1,I2G-PREP1,Prepay INTO UK,,I,Yuno Limited,1000.000,0.000,,,IFA2
I_I2G-PWMR1,I2G-PWMR1,IFA2 IMPORT,,I,PowerMart ApS,1000.000,0.000,,,IFA2
I_I2G-QTPT1,I2G-QTPT1,QPT INTO UK,,I,Quantum Power Trading,1000.000,0.000,,,IFA2
I_I2G-QUAR1,I2G-QUAR1,IFA2 GEN,,I,Quark Energy Trading Limited,1000.000,0.000,,,IFA2
I_I2G-QUEN1,I2G-QUEN1,Flow INTO UK,,I,QUENT ApS,1000.000,0.000,,,IFA2
I_I2G-RESP1,I2G-RESP1,RESA-IFA2-IU,,I,RESPECT ENERGY S.A.,700.000,0.000,,,IFA2
I_I2G-RISQ1,I2G-RISQ1,RISQ to the UK,,I,Risq Energy Limited,1000.000,0.000,,,IFA2
I_I2G-RWES1,I2G-RWES1,RWEST IFA2 Import,,I,RWE Supply and Trading GmbH,1000.000,0.000,,,IFA2
I_I2G-SEAG1,I2G-SEAG1,I_I2G-SEAG1,,I,Seagull Energy Trading,2000.000,0.000,,,IFA2
I_I2G-SECF1,I2G-SECF1,IFA2 Gen,,I,Second Foundation Trading AG,200.000,0.000,,,IFA2
I_I2G-SETL1,I2G-SETL1,I_I2G-SETL1,,I,Shell Energy Europe Limited,1000.000,0.000,,,IFA2
I_I2G-SIRI1,I2G-SIRI1,I_I2G-SIRI1,,I,Sirius Energy SA,1000.000,0.000,,,IFA2
I_I2G-SSEG1,I2G-SSEG1,SSE EUI-IFA2 NLGB,,I,SSE Energy Supply Limited,0.000,0.000,,,IFA2
I_I2G-STAT1,I2G-STAT1,IFA2 Import,,I,Statkraft Markets Gmbh,1000.000,0.000,,,IFA2
I_I2G-STGS1,I2G-STGS1,STG CH IFA2 FR-GB,,I,STG Switzerland GmbH,1000.000,0.000,,,IFA2
I_I2G-TGPL1,I2G-TGPL1,IFA2 (UK to FR Flow),,I,TotalEnergies Gas & Power Ltd,1000.000,0.000,,,IFA2
I_I2G-TILD1,I2G-TILD1,I_I2G-TILD1,,I,Tilde Energy Trading A/S,1000.000,0.000,,,IFA2
I_I2G-TRFD1,I2G-TRFD1,IFA2_IM,,I,Trafigura Denmark ApS,1000.000,0.000,,,IFA2
I_I2G-TRFG1,I2G-TRFG1,IFA2_IM,,I,Trafigura Trading Sarl,1000.000,0.000,,,IFA2
I_I2G-TRGY1,I2G-TRGY1,Flow into UK,,I,Tradergy S. L.,1400.000,0.000,,,IFA2
I_I2G-TRLS1,I2G-TRLS1,IFA2_TSR_G,,I,Engelhart CTP Renewables GmbH,1000.000,0.000,,,IFA2
I_I2G-TRSI1,I2G-TRSI1,Flow INTO UK,,I,Trasteel International SA,1000.000,0.000,,,IFA2
I_I2G-VOLT1,I2G-VOLT1,IFA2 INTO UK,,I,Volta Energy DAC,250.000,0.000,,,IFA2
I_I2G-VSAL1,I2G-VSAL1,I_I2G-VSAL1,,I,VITOL SA,1000.000,0.000,,,IFA2
I_I2G-VTET1,I2G-VTET1,VET-IFA2_G,,I,Vattenfall Energy Trading,1000.000,0.000,,,IFA2
I_I2G-WOLF1,I2G-WOLF1,WT IFA2 Export BMU,,I,Wolfram Trading ApS,800.000,0.000,,,IFA2
I_I2G-XNON1,I2G-XNON1,XENON-I2G-P,,I,XENON CAPITAL MARKETS LTD,1000.000,0.000,,,IFA2
I_IBD-AARH1,IBD-AARH1,BRITNEDAARHUSEC,,I,Aarhus Energy A/S,0.000,-400.000,,,BRITNED
I_IBD-ALIP1,IBD-ALIP1,Flow from UK,,I,Energetick ApS,0.000,-100.000,,,BRITNED
I_IBD-ALPE1,IBD-ALPE1,BritNed  Demand,,I,Alpha Energy ApS,0.000,-500.000,,,BRITNED
I_IBD-ARON1,IBD-ARON1,BritNed Jaron GB-NL Flow,,I,J.Aron & Company,0.000,-1000.000,,,BRITNED
I_IBD-AROS1,IBD-AROS1,AROS Flow FROM UK,,I,Arosource ApS,0.000,-1000.000,,,BRITNED
I_IBD-ARTH1,IBD-ARTH1,I_IBD-ARTH1,,I,Aarhus Trading A/S,0.000,-1000.000,,,BRITNED
I_IBD-ATLS1,IBD-ATLS1,Atlas GB-NL,,I,Atlas Energy DAC,0.000,-1000.000,,,BRITNED
I_IBD-BAYW1,IBD-BAYW1,Flow from UK over Britned,,I,Baywa r.e. Energy Trading GmbH,0.000,-1000.000,,,BRITNED
I_IBD-BDEN1,IBD-BDEN1,BDE FROM UK,,I,BD Energy A/S,0.000,-720.000,,,BRITNED
I_IBD-BKWE1,IBD-BKWE1,BWK flows from UK,,I,BKW Energie AG,0.000,-1000.000,,,BRITNED
I_IBD-BPGE1,IBD-BPGE1,BPGM Britned Demand,,I,BP Gas Marketing Limited,0.000,-1000.000,,,BRITNED
I_IBD-BRTN1,IBD-BRTN1,BritNed_Dem,,I,BritNed Development Ltd,0.000,-1200.000,,,BRITNED
I_IBD-CACM1,IBD-CACM1,Britned CACOMAS INTO UK,,I,C A Commodities A/S,0.000,-1000.000,,,BRITNED
I_IBD-CBST1,IBD-CBST1,Cobblestone Energy Ltd,,I,Cobblestone Energy,0.000,-1000.000,,,BRITNED
I_IBD-CCME1,IBD-CCME1,CCME FROM UK,,I,Castleton Commodities Europe,0.000,-1000.000,,,BRITNED
I_IBD-CENT1,IBD-CENT1,CENTRICA BRITNED,,I,Centrica Energy Limited,0.000,-1000.000,,,BRITNED
I_IBD-CETA1,IBD-CETA1,CETAM Demand,,I,Cross Options International IV,0.000,-1000.000,,,BRITNED
I_IBD-CEZC1,IBD-CEZC1,BRITNED Export,,I,CEZ A.S,0.000,-1000.000,,,BRITNED
I_IBD-CFPE1,IBD-CFPE1,I_IBD-CFPE1,,I,CFP Commodities Limited,0.000,-1000.000,,,BRITNED
I_IBD-CGML1,IBD-CGML1,IBD-CGML1,,I,Citigroup Global Markets Ltd,0.000,-1000.000,,,BRITNED
I_IBD-CNGS1,IBD-CNGS1,CNGS_D_BRITNED,,I,Cenergise Limited,0.000,-1000.000,,,BRITNED
I_IBD-COMM1,IBD-COMM1,I_IBD-COMM1,,I,COMCOM Trading d.o.o,0.000,-1000.000,,,BRITNED
I_IBD-CONS1,IBD-CONS1,Constellation BritNed Cons,,I,Constellation Generation LTD,0.000,-1000.000,,,BRITNED
I_IBD-CONV1,IBD-CONV1,IBD-CONV1,,I,Convex Energy GmbH,0.000,-500.000,,,BRITNED
I_IBD-COPN1,IBD-COPN1,CET_BN,,I,Copenhagen Energy Trading A/S,0.000,-1000.000,,,BRITNED
I_IBD-CURR1,IBD-CURR1,I_IBD-CURR1,,I,Current Commodities A/S,0.000,-1044.000,,,BRITNED
I_IBD-DARE1,IBD-DARE1,I_IBD-DARE1,,I,Dare Power Ltd,0.000,-2000.000,,,BRITNED
I_IBD-DMCC1,IBD-DMCC1,Cobblestone Energy DMCC,,I,Cobblestone Energy DMCC,0.000,-1000.000,,,BRITNED
I_IBD-DNGN1,IBD-DNGN1,IBD-DNGN1,,I,Orsted Salg & Service A/S,0.000,-1000.000,,,BRITNED
I_IBD-DSKC1,IBD-DSKC1,DC-BRITNED-C,,I,Danske Commodities A/S,0.000,-1114.470,,,BRITNED
I_IBD-DUFE1,IBD-DUFE1,DXT UK-NL,,I,DXT Commodities SA,0.000,-1000.000,,,BRITNED
I_IBD-DVAL1,IBD-DVAL1,IC-Dvalin-Britned-Dem,,I,DVALIN ApS,0.000,-1000.000,,,BRITNED
I_IBD-DVTD1,IBD-DVTD1,DV GB-NL,,I,DV Trading (Europe) P/S,0.000,-1000.000,,,BRITNED
I_IBD-EDFT1,IBD-EDFT1,EDF Trading - BritNed,,I,EDF TRADING LIMITED,0.000,-1000.000,,,BRITNED
I_IBD-EDMK1,IBD-EDMK1,Energidk_D,,I,Mind Energy A/S,0.000,-1400.000,,,BRITNED
I_IBD-EGLE1,IBD-EGLE1,AXPO,,I,Axpo Solutions AG,0.000,-300.000,,,BRITNED
I_IBD-ELEE1,IBD-ELEE1,IBD-ELEE1,,I,Electrabel SA,0.000,-1000.000,,,BRITNED
I_IBD-ELTR1,IBD-ELTR1,EETL BritNed GBNL BMU,,I,ElectroRoute Energy Trading,0.000,-1200.000,,,BRITNED
I_IBD-ENEL1,IBD-ENEL1,EnelTradeBritned,,I,Enel Global Trading S.P.A,0.000,-2000.000,,,BRITNED
I_IBD-ENET1,IBD-ENET1,I_IBD-ENET1,,I,Eneco Energy Trade,0.000,-304.500,,,BRITNED
I_IBD-ENGM1,IBD-ENGM1,BritNed EGM flow GB-NL,,I,ENGIE GLOBAL MARKETS,0.000,-1000.000,,,BRITNED
I_IBD-ENSP1,IBD-ENSP1,BN-ENSP-FROM-UK,,I,enspired GmbH,0.000,-1000.000,,,BRITNED
I_IBD-ENTC1,IBD-ENTC1,ENTC1 from UK,,I,Energetech Europe BV,0.000,-500.000,,,BRITNED
I_IBD-ENZL1,IBD-ENZL1,BritNed flow FROM UK,,I,ENZOL Energy Trading ApS,0.000,-800.000,,,BRITNED
I_IBD-EOET1,IBD-EOET1,I_IBD-EOET1,,I,Uniper Global Commodities SE,0.000,-500.000,,,BRITNED
I_IBD-EPCO1,IBD-EPCO1,EPCAS BRITNED DEM,,I,EP COMMODITIES A.S,0.000,-300.000,,,BRITNED
I_IBD-ERVA1,IBD-ERVA1,EROVA_D_BRTND,,I,Erova Energy Limited,0.000,-500.000,,,BRITNED
I_IBD-EWII1,IBD-EWII1,EWII-UK-TO-NL,,I,EWII Energi A/S,0.000,-1000.000,,,BRITNED
I_IBD-EZC01,IBD-EZC01,Flow from UK,,I,ENZEE Commodities A/S,0.000,-1000.000,,,BRITNED
I_IBD-EZCO1,IBD-EZCO1,Flow from UK,,I,ENZEE Commodities A/S,0.000,-1000.000,,,BRITNED
I_IBD-EZPD1,IBD-EZPD1,Ezpada from UK,,I,Ezpada AG,0.000,-500.000,,,BRITNED
I_IBD-FLEX1,IBD-FLEX1,Flow from UK,,I,Citadel FlexPower GmbH,0.000,-1400.000,,,BRITNED
I_IBD-FPCD1,IBD-FPCD1,IBD-FPCD1,,I,Freepoint Commodities Europe,0.000,-250.000,,,BRITNED
I_IBD-GAZP1,IBD-GAZP1,BritNed GM&T Demand,,I,SEFE Marketing & Trading LTD,0.000,-2000.000,,,BRITNED
I_IBD-GENI1,IBD-GENI1,From UK,,I,"GEN-I, d.o.o.",0.000,-1016.000,,,BRITNED
I_IBD-GLEN1,IBD-GLEN1,Flow from UK,,I,Glencore Energy UK Ltd,0.000,-1000.000,,,BRITNED
I_IBD-GRMC1,IBD-GRMC1,Flows out of  the UK,,I,A/S Global Risk Management Ltd,0.000,-1000.000,,,BRITNED
I_IBD-GRMT1,IBD-GRMT1,Global flow FROM UK,,I,A/S Global Risk Management Ltd,0.000,-300.000,,,BRITNED
I_IBD-GRNC1,IBD-GRNC1,GRC GB-NL,,I,Greenchoice B.V.,0.000,-1000.000,,,BRITNED
I_IBD-HART1,IBD-HART1,Flow from UK,,I,HAPPGCO,0.000,-1000.000,,,BRITNED
I_IBD-HELI1,IBD-HELI1,HELIOS BRITNED DEM,,I,Helios Power Trading A/S,0.000,-1000.000,,,BRITNED
I_IBD-IBES1,IBD-IBES1,IBD_BRITNED_DEM,,I,Iberdrola Energia Espana S.AU.,0.000,-1000.000,,,BRITNED
I_IBD-IDCE1,IBD-IDCE1,Britned DC-D,,I,DC Energy Trading V.O.F.,0.000,-1000.000,,,BRITNED
I_IBD-IDCT1,IBD-IDCT1,Induct_UKBN,,I,Inductive Energy A/S,0.000,-1016.000,,,BRITNED
I_IBD-IMPT1,IBD-IMPT1,Flow from UK,,I,Impact Energy Trading A/S,0.000,-1000.000,,,BRITNED
I_IBD-IMTC1,IBD-IMTC1,I_IBD-IMTC1,,I,IMC Trading BV NL Denmark,0.000,-1000.000,,,BRITNED
I_IBD-INCM1,IBD-INCM1,BRITNEDINCOMASC,,I,IN COMMODITIES A/S,0.000,-1000.000,,,BRITNED
I_IBD-KCST1,IBD-KCST1,BN_DEM,,I,KOCH SUPPLY & TRADING SARL,0.000,-1000.000,,,BRITNED
I_IBD-KRIA1,IBD-KRIA1,I_IBD-KRIA1,,I,Kria Energy ehf,0.000,-1000.000,,,BRITNED
I_IBD-KVAS1,IBD-KVAS1,I_IBD-KVAS1,,I,Kvasir Technologies,0.000,-1000.000,,,BRITNED
I_IBD-LTFD1,IBD-LTFD1,LIGHTFLD_BRITNED_FROM_UK,,I,LIGHTFIELD LTD,0.000,-1000.000,,,BRITNED
I_IBD-MCRA1,IBD-MCRA1,IBDMCRA1,,I,Mercuria Energy Trading SA,0.000,0.000,,,BRITNED
I_IBD-MFTE1,IBD-MFTE1,MFT demand,,I,MFT Energy A/S,0.000,-1200.000,,,BRITNED
I_IBD-MONL1,IBD-MONL1,IBD-MONL1_FROMUK,,I,Vitus Capital AG,0.000,-300.000,,,BRITNED
I_IBD-NEAS1,IBD-NEAS1,IBNEASDEM,,I,Centrica Energy Trading A/S,0.000,-2000.000,,,BRITNED
I_IBD-NEHO1,IBD-NEHO1,BN NEH-D,,I,Nordic Energy House ApS,0.000,-1000.000,,,BRITNED
I_IBD-NITR1,IBD-NITR1,Netherlands FROM UK,,I,Nitor Energy A/S,0.000,-1000.000,,,BRITNED
I_IBD-NORL1,IBD-NORL1,NORLYS_BRITNED_C,,I,Norlys Energy Trading A/S,0.000,-2000.000,,,BRITNED
I_IBD-NTPL1,IBD-NTPL1,I_IBD-NTPL1,,I,Northpool BV,0.000,-1200.000,,,BRITNED
I_IBD-OMPX1,IBD-OMPX1,OMPEX_BRITNED_GB-NL,,I,Ompex AG,0.000,-1000.000,,,BRITNED
I_IBD-OPMX1,IBD-OPMX1,I_BRITNED_IBD-OPMX1,,I,Optimax Energy GmbH,0.000,-1000.000,,,BRITNED
I_IBD-OUTL1,IBD-OUTL1,I_IBD-OUTL1,,I,Outlook Energy Ltd,0.000,-2000.000,,,BRITNED
I_IBD-PETC1,IBD-PETC1,PCIL from the UK,,I,PETROCHINA INTL LONDON CO. LTD,0.000,-1000.000,,,BRITNED
I_IBD-PTRS1,IBD-PTRS1,PETRIN-IFND,,I,PetroChina International,0.000,-1000.000,,,BRITNED
I_IBD-PWMR1,IBD-PWMR1,BRITNED EXPORT,,I,PowerMart ApS,0.000,-1000.000,,,BRITNED
I_IBD-PZEM1,IBD-PZEM1,Britned PZEM-D,,I,EP Commodities B.V.,0.000,-1000.000,,,BRITNED
I_IBD-QTPT1,IBD-QTPT1,QPT FROM UK,,I,Quantum Power Trading,0.000,-1000.000,,,BRITNED
I_IBD-QUAR1,IBD-QUAR1,BRITNED DEMAND,,I,Quark Energy Trading Limited,0.000,-1000.000,,,BRITNED
I_IBD-QUEN1,IBD-QUEN1,Flow FROM UK,,I,QUENT ApS,0.000,-50.000,,,BRITNED
I_IBD-RESP1,IBD-RESP1,RESA-BN-FU,,I,RESPECT ENERGY S.A.,0.000,-700.000,,,BRITNED
I_IBD-RISQ1,IBD-RISQ1,RISQ from the UK,,I,Risq Energy Limited,0.000,-1000.000,,,BRITNED
I_IBD-RWES1,IBD-RWES1,RWE GB NL Export,,I,RWE Supply and Trading GmbH,0.000,-1000.000,,,BRITNED
I_IBD-SEAG1,IBD-SEAG1,I_IBD-SEAG1,,I,Seagull Energy Trading,0.000,-2120.000,,,BRITNED
I_IBD-SECF1,IBD-SECF1,Britned Dem,,I,Second Foundation Trading AG,0.000,-200.000,,,BRITNED
I_IBD-SETL1,IBD-SETL1,SEEL BRITNED EXPORT,,I,Shell Energy Europe Limited,0.000,-1000.000,,,BRITNED
I_IBD-SIRI1,IBD-SIRI1,I_IBD-SIRI1,,I,Sirius Energy SA,0.000,-1000.000,,,BRITNED
I_IBD-SSEG1,IBD-SSEG1,SSE EUI-BRITNED GBNL,,I,SSE Energy Supply Limited,0.000,0.000,,,BRITNED
I_IBD-STAT1,IBD-STAT1,STATKRAFT BRITNED EXPORT,,I,Statkraft Markets Gmbh,0.000,-1000.000,,,BRITNED
I_IBD-STGS1,IBD-STGS1,STG CH BritNed GB-NL,,I,STG Switzerland GmbH,0.000,-1000.000,,,BRITNED
I_IBD-TGPL1,IBD-TGPL1,IBD-TGPL1,,I,TotalEnergies Gas & Power Ltd,0.000,-1000.000,,,BRITNED
I_IBD-TILD1,IBD-TILD1,I_IBD-TILD1,,I,Tilde Energy Trading A/S,0.000,-1000.000,,,BRITNED
I_IBD-TRFD1,IBD-TRFD1,BTND_EX,,I,Trafigura Denmark ApS,0.000,-1000.000,,,BRITNED
I_IBD-TRFG1,IBD-TRFG1,BTND_EX,,I,Trafigura Trading Sarl,0.000,-1000.000,,,BRITNED
I_IBD-TRLS1,IBD-TRLS1,BRIT_TRL_C,,I,Engelhart CTP Renewables GmbH,0.000,-2000.000,,,BRITNED
I_IBD-VETR1,IBD-VETR1,IBD-VETR1,,I,Vattenfall Energy Trading,0.000,-1000.000,,,BRITNED
I_IBD-VOLT1,IBD-VOLT1,BRITNED FROM UK,,I,Volta Energy DAC,0.000,-250.000,,,BRITNED
I_IBD-VSAL1,IBD-VSAL1,I_IBD-VSAL1,,I,VITOL SA,0.000,-1000.000,,,BRITNED
I_IBD-VTUS1,IBD-VTUS1,IBD-VTUS1_FROMUK,,I,Vitus Capital AG,0.000,-300.000,,,BRITNED
I_IBD-XNON1,IBD-XNON1,XENON-IBD-C,,I,XENON CAPITAL MARKETS LTD,0.000,-1000.000,,,BRITNED
